Type,Environment,Width,Depth,Amplitude,Wavelength,Sandbody thickness,Belt Width,Source
UNKNOWN,FLUVIAL UNDEFINED,100.8257424,,90.1337039,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,95.97162694,,103.5231776,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,102.4977391,,127.4274986,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,100.8257424,,148.9129032,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,115.9539945,,143.8449888,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,113.1283437,,174.0209374,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,107.6819365,,148.9129032,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,111.282935,,103.5231776,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,123.8389163,,94.93877179,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,135.5635263,,105.3310445,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,144.7819047,,138.9495494,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,145.9774303,,168.0985277,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,136.6829318,,177.0599351,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,129.0370084,,151.5134292,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,123.8389163,,129.6528163,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,116.9114758,,84.10310505,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,126.9320893,,75.80524368,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,136.6829318,,75.80524368,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,147.1828279,,107.170483,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,152.1047782,,114.8551242,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,163.7893707,,143.8449888,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,172.0736162,,174.0209374,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,179.2963417,,143.8449888,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,185.2922022,,129.6528163,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,170.6643681,,123.0907914,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,237.1373706,,282.5711503,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,385.224842,,277.7211932,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,439.3970561,,263.6650899,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,372.759372,,784.7599704,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,605.5400288,,406.4644396,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,600.5807785,,330.2151485,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,414.8175698,,466.8452371,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,454.0909611,,555.086803,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,450.3720481,,707.333228,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,316.227766,,435.6099031,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,288.8778783,,466.8452371,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,272.7183029,,360.0733485,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,679.4270871,,545.5594781,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,679.4270871,,683.2607387,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,774.9714695,,605.2779976,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,781.3707377,,771.2906118,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,959.7162694,,1319.169956,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,1496.235656,,435.6099031,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,363.6757019,,241.8013085,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,152.1047782,,146.3570118,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,159.7980328,,171.0341,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,169.2666615,,277.7211932,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,268.2695795,,237.6511114,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,296.093294,,180.1520041,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,281.8382931,,143.8449888,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,349.0254879,,318.9770215,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,249.131459,,474.9979435,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,120.82112,,203.3624085,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,138.9495494,,206.9138081,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,115.9539945,,62.66030164,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,366.6787264,,483.2930239,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,768.62461,,287.5058041,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,707.9457844,,297.6351442,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,662.8703162,,263.6650899,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,737.6615433,,217.9444754,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,876.7123873,,335.9818286,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,913.5120611,,428.1332399,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,906.0305822,,758.0524368,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,848.3428982,,1090.420443,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,781.3707377,,982.8363333,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,975.6312764,,1168.608855,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,68.50374048,,45.09572136,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,53.52681823,,61.58482111,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,63.61674269,,74.50414774,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,67.94270871,,101.7463403,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,67.94270871,,118.9016742,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,92.86608622,,241.8013085,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,154.6271368,,353.8931695,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,513.705583,,732.2538338,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,827.6698646,,1680.985277,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,82.0891416,,60.52779976,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,115.9539945,,112.8837892,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,141.2537545,,88.58667904,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,251.1886432,,626.6030164,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,446.6835922,,330.2151485,,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,6459.416992,,,21596.92529,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,9919.392188,,,8507.338799,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,13061.49745,,,166530.0118,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,2255.544076,,,43182.69227,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,2567.381065,,,36220.75014,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,3067.743048,,,32053.36634,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,3326.353229,,,22574.66486,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,3353.384125,,,14870.11087,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,3817.001405,,,14858.85428,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,2970.018994,,,15704.14684,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,2425.971891,,,17276.82364,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,2292.351414,,,18990.80869,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,2097.089046,,,13569.71529,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,1981.583157,,,12024.94346,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,1981.583157,,,8822.26541,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,2273.873271,,,9055.795093,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,2485.596221,,,11076.93936,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,2237.362628,,,6381.472674,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,2946.07832,,,5956.378278,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,76.56089996,,,3503.374646,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,80.37049827,,,2939.949426,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,95.25995435,,,4769.078997,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,96.81446415,,,7337.158633,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,121.4390955,,,11123.43479,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,183.4933741,,,6833.831751,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,222.8326938,,,6212.054898,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,264.1147273,,,8689.653441,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,310.5212948,,,8681.431692,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,342.1926289,,,9663.363487,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,697.5658919,,,19645.40467,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,860.9414907,,,22149.20399,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,948.7524269,,,20975.85382,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,1004.054922,,,23041.53638,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,1097.543628,,,20128.23965,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,1592.608257,,,21195.91008,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,1740.89784,,,24567.07471,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,1529.446432,,,15554.35191,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,1592.608257,,,13053.4633,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,1399.168268,,,12546.15868,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,1504.888743,,,10386.14626,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,1592.608257,,,7825.345662,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,1827.523278,,,5584.126675,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,1631.750591,,,5897.050504,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,1422.000746,,,5901.797248,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,1433.55633,,,5020.977691,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,1311.44608,,,4633.686843,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,1480.725367,,,4271.010434,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,1190.066356,,,4162.839974,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,1062.580982,,,3894.37459,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,1012.214158,,,4056.065071,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,1071.215818,,,5166.830151,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,1062.580982,,,2744.043168,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,1239.212741,,,2597.817139,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,33.53384125,,,628.1237298,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,36.6562157,,,689.850155,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,44.15615129,,,890.0063553,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,45.97967584,,,964.6683972,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,49.45387781,,,865.7837469,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,56.29105229,,,989.8287814,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,63.04468892,,,1442.165145,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,67.808315,,,1861.834653,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,94.4920847,,,2601.939396,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,115.6828269,,,4763.66477,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,116.6228986,,,3945.020746,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,132.746429,,,4049.639041,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,147.4745391,,,4102.013169,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,167.8634185,,,4443.81414,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,76.56089996,,,355.0868063,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,89.28754071,,,354.7676303,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,152.3269693,,,358.4555404,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,116.6228986,,,433.4958697,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,111.0949199,,,530.673735,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,191.0711331,,,597.1479891,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,233.9206388,,,655.3959702,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,247.5558027,,,759.7791401,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,222.8326938,,,824.2183944,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,245.5603096,,,1049.684533,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,264.1147273,,,954.8565441,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,298.2062188,,,1006.981783,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,538.4026709,,,1102.698432,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,547.1886526,,,1295.958472,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,622.8394298,,,1294.977439,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,720.5182594,,,1209.629703,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,68.35934473,,,490.8775674,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,81.02361188,,,477.3595552,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,77.18305569,,,531.805197,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,70.60860722,,,576.8546576,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,65.64825682,,,625.6610506,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,67.808315,,,745.2127739,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,67.26172701,,,864.2279968,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,64.07349045,,,1002.487919,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,72.93187836,,,1071.494709,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,80.37049827,,,961.5231449,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,44.87671818,,,610.3926668,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,49.45387781,,,670.3449123,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,51.91465622,,,540.2661213,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,56.74848945,,,609.5554333,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,77.81026723,,,625.0394951,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,83.0149699,,,695.867646,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,94.4920847,,,733.8200512,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,85.74645393,,,840.0705671,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,90.01311675,,,1027.80739,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,104.9759059,,,733.3686771,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,116.6228986,,,676.0322588,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,116.6228986,,,590.8644866,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,131.6763891,,,631.5668493,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,153.5648217,,,582.0242206,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,165.1681051,,,656.7311863,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,169.2275246,,,782.2568348,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,189.5309505,,,859.0081141,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,192.6238317,,,1051.176042,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,362.1389347,,,1230.970336,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,429.2288729,,,1246.418486,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,443.3520102,,,1406.738066,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,399.0749625,,,1426.686036,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,412.2059302,,,1632.020921,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,488.571291,,,1720.623601,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,565.1930809,,,1814.294127,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,633.0033019,,,2046.68733,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,622.8394298,,,1837.845443,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,686.365365,,,2309.284965,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,697.5658919,,,2571.698452,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,813.5215627,,,2604.218669,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,738.2267987,,,2371.310573,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,806.9639433,,,3144.628514,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,889.2694891,,,3228.632337,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,756.3705697,,,3648.054141,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,347.7767361,,,7789.68604,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,405.5873102,,,8213.366795,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,517.0499651,,,10173.53336,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,551.6352638,,,11326.3766,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,720.5182594,,,11157.44419,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,781.2578176,,,12588.98599,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,794.0068572,,,14597.45433,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,813.5215627,,,16925.55603,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,781.2578176,,,20999.69429,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,756.3705697,,,18357.58979,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,882.1012823,,,12411.79143,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,1097.543628,,,12906.9414,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,1239.212741,,,11896.7214,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,1322.103265,,,10254.9929,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,1219.315215,,,9212.071294,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,1152.156365,,,10543.40062,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,1045.519559,,,11133.17881,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,979.9697135,,,11753.72265,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,1012.214158,,,9602.270135,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,1209.486581,,,7629.683113,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,1071.215818,,,7234.741457,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,987.9332271,,,7045.838124,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,972.070392,,,8282.266679,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,882.1012823,,,8745.561243,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,806.9639433,,,7545.470181,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,813.5215627,,,9614.548839,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,860.9414907,,,10849.67183,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,71.18239292,,,1441.141641,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,74.12202505,,,1739.703496,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,79.72264927,,,1459.710888,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,84.3696586,,,1761.952946,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,87.14571665,,,2042.864544,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,119.4891982,,,2893.907876,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,131.6763891,,,2931.473635,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,147.4745391,,,2929.531822,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,169.2275246,,,3260.111151,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,189.5309505,,,3579.977582,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,174.7957044,,,3883.055325,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,192.6238317,,,4322.256556,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,212.2703224,,,4876.356611,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,232.0350557,,,5143.528659,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,255.701258,,,5352.520772,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,93.73040468,,,874.2457332,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,145.1066014,,,657.2287049,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,138.2284823,,,762.3727065,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,147.4745391,,,815.1596316,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,154.8127333,,,907.6177046,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,179.0917463,,,1051.623908,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,167.8634185,,,1187.562489,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,157.3390615,,,1066.6877,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,139.3517664,,,958.4335092,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,131.6763891,,,826.7579702,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,126.4541877,,,703.5674318,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,115.6828269,,,783.9989131,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,100.8126285,,,862.1852155,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,100.8126285,,,973.2673409,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,98.39434138,,,1113.713151,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,91.48200546,,,1257.737251,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,85.05527053,,,1345.905868,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,89.28754071,,,1560.338559,,,"Colombera et al., 2018"
UNKNOWN,FLUVIAL UNDEFINED,94.4920847,,,1760.785826,,,"Colombera et al., 2018"
