Type,Environment,Width,Depth,Amplitude,Wavelength,Sandbody thickness,Belt Width,Source
MEANDERING,FLUVIAL UNDEFINED,149.7063896,,,1666.520746,,,"Marani et al., 2002"
MEANDERING,FLUVIAL UNDEFINED,400.9433918,,,3345.540771,,,"Marani et al., 2002"
MEANDERING,FLUVIAL UNDEFINED,473.5499609,,,3184.43855,,,"Marani et al., 2002"
MEANDERING,FLUVIAL UNDEFINED,500.4398568,,,3473.856092,,,"Marani et al., 2002"
MEANDERING,FLUVIAL UNDEFINED,534.7691494,,,3742.903368,,,"Marani et al., 2002"
MEANDERING,FLUVIAL UNDEFINED,291.4164688,,,1193.377851,,,"Marani et al., 2002"
MEANDERING,FLUVIAL UNDEFINED,266.6643901,,,1223.180006,,,"Marani et al., 2002"
MEANDERING,FLUVIAL UNDEFINED,257.8861406,,,1334.135991,,,"Marani et al., 2002"
MEANDERING,FLUVIAL UNDEFINED,275.6013847,,,1384.91926,,,"Marani et al., 2002"
MEANDERING,FLUVIAL UNDEFINED,297.7640749,,,1548.824951,,,"Marani et al., 2002"
MEANDERING,FLUVIAL UNDEFINED,26.66298573,,,278.0890531,,,"Marani et al., 2002"
MEANDERING,FLUVIAL UNDEFINED,117.4448423,,,1001.375718,,,"Marani et al., 2002"
MEANDERING,FLUVIAL UNDEFINED,95.18646508,,,800.5676354,,,"Marani et al., 2002"
MEANDERING,FLUVIAL UNDEFINED,160.1817037,,,1052.93749,,,"Marani et al., 2002"
MEANDERING,FLUVIAL UNDEFINED,189.1493256,,,1093.213083,,,"Marani et al., 2002"
MEANDERING,FLUVIAL UNDEFINED,55.40420236,,,331.303758,,,"Marani et al., 2002"
MEANDERING,FLUVIAL UNDEFINED,243.8397196,,,1688.815741,,,"Marani et al., 2002"
MEANDERING,FLUVIAL UNDEFINED,230.5721539,,,2085.368512,,,"Marani et al., 2002"
MEANDERING,FLUVIAL UNDEFINED,201.9555653,,,1667.4175,,,"Marani et al., 2002"
MEANDERING,TIDAL,42.46696853,,,307.3787336,,,"Marani et al., 2002"
MEANDERING,TIDAL,47.94981135,,,384.4179164,,,"Marani et al., 2002"
MEANDERING,TIDAL,19.12620642,,,233.5892929,,,"Marani et al., 2002"
MEANDERING,TIDAL,20.21045013,,,264.4869933,,,"Marani et al., 2002"
MEANDERING,TIDAL,17.10965779,,,292.0122178,,,"Marani et al., 2002"
MEANDERING,TIDAL,18.90400661,,,299.4060172,,,"Marani et al., 2002"
MEANDERING,TIDAL,25.53374329,,,177.8607176,,,"Marani et al., 2002"
MEANDERING,TIDAL,24.69099136,,,201.3549005,,,"Marani et al., 2002"
MEANDERING,TIDAL,25.80223385,,,230.8318597,,,"Marani et al., 2002"
MEANDERING,TIDAL,35.57736489,,,261.4898342,,,"Marani et al., 2002"
MEANDERING,TIDAL,406.0078618,,,1821.063875,,,"Marani et al., 2002"
MEANDERING,TIDAL,410.0319257,,,3029.403584,,,"Marani et al., 2002"
MEANDERING,TIDAL,624.3096831,,,4454.522207,,,"Marani et al., 2002"
MEANDERING,TIDAL,584.4594032,,,3518.226355,,,"Marani et al., 2002"
MEANDERING,TIDAL,156.6031231,,,1252.727625,,,"Marani et al., 2002"
MEANDERING,TIDAL,135.5936361,,,1206.62336,,,"Marani et al., 2002"
MEANDERING,TIDAL,146.6113786,,,977.2113253,,,"Marani et al., 2002"
MEANDERING,TIDAL,153.3151193,,,842.0412289,,,"Marani et al., 2002"
MEANDERING,TIDAL,178.959111,,,1066.301281,,,"Marani et al., 2002"
MEANDERING,TIDAL,80.52227726,,,1205.493959,,,"Marani et al., 2002"
MEANDERING,TIDAL,89.96424373,,,1205.734169,,,"Marani et al., 2002"
MEANDERING,TIDAL,92.97930681,,,1365.166586,,,"Marani et al., 2002"
MEANDERING,TIDAL,101.6097472,,,1331.905,,,"Marani et al., 2002"
MEANDERING,TIDAL,109.7938951,,,1417.38516,,,"Marani et al., 2002"
MEANDERING,TIDAL,117.3501106,,,1400.067541,,,"Marani et al., 2002"
MEANDERING,TIDAL,122.660892,,,1453.302551,,,"Marani et al., 2002"
MEANDERING,TIDAL,129.6298994,,,1565.828431,,,"Marani et al., 2002"
MEANDERING,TIDAL,87.93860396,,,1545.43416,,,"Marani et al., 2002"
MEANDERING,TIDAL,97.15522126,,,1624.39496,,,"Marani et al., 2002"
MEANDERING,TIDAL,56.52479044,,,809.8081637,,,"Marani et al., 2002"
MEANDERING,TIDAL,63.1169836,,,1025.401889,,,"Marani et al., 2002"
MEANDERING,TIDAL,61.71427959,,,1160.873587,,,"Marani et al., 2002"
MEANDERING,TIDAL,37.87841129,,,1296.944849,,,"Marani et al., 2002"
MEANDERING,TIDAL,40.04364432,,,1219.019667,,,"Marani et al., 2002"
MEANDERING,TIDAL,44.83951859,,,480.6028292,,,"Marani et al., 2002"
MEANDERING,TIDAL,22.56883907,,,326.68911,,,"Marani et al., 2002"
MEANDERING,TIDAL,22.06859105,,,360.7811594,,,"Marani et al., 2002"
MEANDERING,TIDAL,20.87405427,,,393.4923293,,,"Marani et al., 2002"
MEANDERING,TIDAL,23.58175274,,,393.5785792,,,"Marani et al., 2002"
MEANDERING,TIDAL,24.64528243,,,434.7029262,,,"Marani et al., 2002"
MEANDERING,TIDAL,26.34771431,,,388.8008191,,,"Marani et al., 2002"
MEANDERING,TIDAL,25.20996531,,,356.4157387,,,"Marani et al., 2002"
MEANDERING,TIDAL,26.35716525,,,334.9943052,,,"Marani et al., 2002"
MEANDERING,TIDAL,29.13787306,,,271.3135555,,,"Marani et al., 2002"
MEANDERING,TIDAL,30.1144002,,,307.1889392,,,"Marani et al., 2002"
MEANDERING,TIDAL,41.52318789,,,347.9882929,,,"Marani et al., 2002"
MEANDERING,TIDAL,38.41767261,,,365.6514598,,,"Marani et al., 2002"
MEANDERING,TIDAL,39.70994996,,,393.9473143,,,"Marani et al., 2002"
MEANDERING,TIDAL,39.26621624,,,419.1635911,,,"Marani et al., 2002"
MEANDERING,TIDAL,37.15079147,,,408.8449737,,,"Marani et al., 2002"
MEANDERING,TIDAL,31.44904403,,,462.739945,,,"Marani et al., 2002"
MEANDERING,TIDAL,32.8673861,,,511.0908438,,,"Marani et al., 2002"
MEANDERING,TIDAL,41.48473541,,,511.3047337,,,"Marani et al., 2002"
MEANDERING,TIDAL,41.94225681,,,537.3431482,,,"Marani et al., 2002"
MEANDERING,TIDAL,41.47605752,,,557.7190761,,,"Marani et al., 2002"
MEANDERING,TIDAL,47.37292622,,,586.2496334,,,"Marani et al., 2002"
MEANDERING,TIDAL,46.32011619,,,663.7024193,,,"Marani et al., 2002"
MEANDERING,TIDAL,43.33495709,,,688.8012388,,,"Marani et al., 2002"
MEANDERING,TIDAL,40.09753471,,,697.3072183,,,"Marani et al., 2002"
MEANDERING,TIDAL,39.64710009,,,760.5910202,,,"Marani et al., 2002"
MEANDERING,TIDAL,37.92145356,,,809.2275187,,,"Marani et al., 2002"
MEANDERING,TIDAL,42.35922485,,,882.8620697,,,"Marani et al., 2002"
MEANDERING,TIDAL,72.21141088,,,537.868006,,,"Marani et al., 2002"
MEANDERING,TIDAL,86.30092915,,,380.0768487,,,"Marani et al., 2002"
MEANDERING,TIDAL,78.85992669,,,698.1552259,,,"Marani et al., 2002"
MEANDERING,TIDAL,83.36777463,,,656.2075108,,,"Marani et al., 2002"
MEANDERING,TIDAL,104.062199,,,664.6684568,,,"Marani et al., 2002"
MEANDERING,TIDAL,113.7145682,,,664.7744094,,,"Marani et al., 2002"
MEANDERING,TIDAL,128.4075878,,,800.9984202,,,"Marani et al., 2002"
MEANDERING,TIDAL,125.621434,,,725.2501971,,,"Marani et al., 2002"
MEANDERING,TIDAL,112.5010231,,,572.7642366,,,"Marani et al., 2002"
MEANDERING,TIDAL,102.9885913,,,493.4201964,,,"Marani et al., 2002"
MEANDERING,TIDAL,95.32596129,,,435.760869,,,"Marani et al., 2002"
MEANDERING,TIDAL,82.53233319,,,430.2738249,,,"Marani et al., 2002"
MEANDERING,TIDAL,82.52986664,,,435.6480149,,,"Marani et al., 2002"
MEANDERING,TIDAL,78.95661622,,,419.690067,,,"Marani et al., 2002"
MEANDERING,TIDAL,57.29183179,,,300.0031558,,,"Marani et al., 2002"
MEANDERING,TIDAL,52.44443309,,,264.9405763,,,"Marani et al., 2002"
MEANDERING,TIDAL,72.29346665,,,335.6022364,,,"Marani et al., 2002"
MEANDERING,TIDAL,77.26652518,,,335.6423585,,,"Marani et al., 2002"
MEANDERING,TIDAL,58.54850544,,,365.9284071,,,"Marani et al., 2002"
MEANDERING,TIDAL,61.1908535,,,399.1778392,,,"Marani et al., 2002"
MEANDERING,TIDAL,64.67515739,,,409.252473,,,"Marani et al., 2002"
MEANDERING,TIDAL,66.86066322,,,414.3888713,,,"Marani et al., 2002"
MEANDERING,TIDAL,65.37866788,,,457.6329386,,,"Marani et al., 2002"
MEANDERING,TIDAL,63.23404493,,,474.9673466,,,"Marani et al., 2002"
MEANDERING,TIDAL,60.48358038,,,499.1055401,,,"Marani et al., 2002"
MEANDERING,TIDAL,56.59916944,,,469.0146532,,,"Marani et al., 2002"
MEANDERING,TIDAL,56.60931961,,,435.3529963,,,"Marani et al., 2002"
MEANDERING,TIDAL,54.15995554,,,414.2320297,,,"Marani et al., 2002"
MEANDERING,TIDAL,52.98955795,,,361.3494816,,,"Marani et al., 2002"
MEANDERING,TIDAL,58.52751158,,,424.7035315,,,"Marani et al., 2002"
MEANDERING,TIDAL,167.3408202,,,1366.608943,,,"Marani et al., 2002"
MEANDERING,TIDAL,169.1762542,,,1472.304993,,,"Marani et al., 2002"
MEANDERING,TIDAL,178.8521743,,,1366.772324,,,"Marani et al., 2002"
MEANDERING,TIDAL,64.58244445,,,742.5920589,,,"Marani et al., 2002"
MEANDERING,TIDAL,68.22927715,,,917.1436722,,,"Marani et al., 2002"
MEANDERING,TIDAL,106.3161616,,,906.5519185,,,"Marani et al., 2002"
MEANDERING,TIDAL,103.9782617,,,929.3022739,,,"Marani et al., 2002"
MEANDERING,TIDAL,182.7970772,,,1586.365401,,,"Marani et al., 2002"
MEANDERING,TIDAL,215.9125822,,,1472.950495,,,"Marani et al., 2002"
MEANDERING,TIDAL,223.1553491,,,1647.143436,,,"Marani et al., 2002"
MEANDERING,TIDAL,195.3424726,,,1688.142908,,,"Marani et al., 2002"
MEANDERING,TIDAL,215.7964622,,,1841.716467,,,"Marani et al., 2002"
MEANDERING,TIDAL,307.8537326,,,1510.938094,,,"Marani et al., 2002"
MEANDERING,TIDAL,553.5179254,,,2278.253697,,,"Marani et al., 2002"
MEANDERING,TIDAL,5.3080131,,,54.82211967,,,"Leuven et al., 2018"
MEANDERING,TIDAL,12.80409093,,,114.879084,,,"Leuven et al., 2018"
MEANDERING,TIDAL,11.65010489,,,254.4617385,,,"Leuven et al., 2018"
MEANDERING,TIDAL,12.08910341,,,274.0002784,,,"Leuven et al., 2018"
MEANDERING,TIDAL,12.9004157,,,279.1149716,,,"Leuven et al., 2018"
MEANDERING,TIDAL,14.02340715,,,292.3233142,,,"Leuven et al., 2018"
MEANDERING,TIDAL,12.42755251,,,309.0009676,,,"Leuven et al., 2018"
MEANDERING,TIDAL,11.43043864,,,320.6447226,,,"Leuven et al., 2018"
MEANDERING,TIDAL,13.50384092,,,396.6373194,,,"Leuven et al., 2018"
MEANDERING,TIDAL,16.87452305,,,396.6373194,,,"Leuven et al., 2018"
MEANDERING,TIDAL,23.58191262,,,320.6447226,,,"Leuven et al., 2018"
MEANDERING,TIDAL,27.87561426,,,297.7800389,,,"Leuven et al., 2018"
MEANDERING,TIDAL,51.43471237,,,332.7272369,,,"Leuven et al., 2018"
MEANDERING,TIDAL,66.08994344,,,329.6645809,,,"Leuven et al., 2018"
MEANDERING,TIDAL,45.99035863,,,419.2663038,,,"Leuven et al., 2018"
MEANDERING,TIDAL,46.41069641,,,459.8864379,,,"Leuven et al., 2018"
MEANDERING,TIDAL,38.19276938,,,439.1069198,,,"Leuven et al., 2018"
MEANDERING,TIDAL,24.23307923,,,435.0650703,,,"Leuven et al., 2018"
MEANDERING,TIDAL,21.05944947,,,750.7615254,,,"Leuven et al., 2018"
MEANDERING,TIDAL,23.75577514,,,838.8702238,,,"Leuven et al., 2018"
MEANDERING,TIDAL,27.81072644,,,946.0271807,,,"Leuven et al., 2018"
MEANDERING,TIDAL,20.84810516,,,1117.359102,,,"Leuven et al., 2018"
MEANDERING,TIDAL,301.1017226,,,7302.20154,,,"Leuven et al., 2018"
MEANDERING,TIDAL,298.2300707,,,8466.635113,,,"Leuven et al., 2018"
MEANDERING,TIDAL,349.2466156,,,8159.181355,,,"Leuven et al., 2018"
MEANDERING,TIDAL,390.4230922,,,8009.666946,,,"Leuven et al., 2018"
MEANDERING,TIDAL,448.6231913,,,9373.192799,,,"Leuven et al., 2018"
MEANDERING,TIDAL,1178.31349,,,9116.735551,,,"Leuven et al., 2018"
MEANDERING,TIDAL,436.5601069,,,6972.258718,,,"Leuven et al., 2018"
MEANDERING,TIDAL,615.685675,,,6069.215106,,,"Leuven et al., 2018"
MEANDERING,TIDAL,741.4003587,,,5741.642456,,,"Leuven et al., 2018"
MEANDERING,TIDAL,615.8349165,,,5381.752172,,,"Leuven et al., 2018"
MEANDERING,TIDAL,669.755933,,,4473.036166,,,"Leuven et al., 2018"
MEANDERING,TIDAL,511.7072499,,,4270.92641,,,"Leuven et al., 2018"
MEANDERING,TIDAL,651.7346321,,,3358.183455,,,"Leuven et al., 2018"
MEANDERING,TIDAL,484.3417403,,,2950.390616,,,"Leuven et al., 2018"
MEANDERING,TIDAL,502.6395287,,,3033.386229,,,"Leuven et al., 2018"
MEANDERING,TIDAL,488.7867007,,,3176.932826,,,"Leuven et al., 2018"
MEANDERING,TIDAL,327.9664711,,,2843.251396,,,"Leuven et al., 2018"
MEANDERING,TIDAL,363.4828051,,,2019.393172,,,"Leuven et al., 2018"
MEANDERING,TIDAL,198.7680661,,,2114.955358,,,"Leuven et al., 2018"
MEANDERING,TIDAL,132.0606457,,,2521.194933,,,"Leuven et al., 2018"
MEANDERING,TIDAL,122.5407521,,,3296.645809,,,"Leuven et al., 2018"
MEANDERING,TIDAL,175.990824,,,3484.726313,,,"Leuven et al., 2018"
MEANDERING,TIDAL,135.9427355,,,1447.579987,,,"Leuven et al., 2018"
MEANDERING,TIDAL,171.4694469,,,1407.973165,,,"Leuven et al., 2018"
MEANDERING,TIDAL,181.2859311,,,1434.255441,,,"Leuven et al., 2018"
MEANDERING,TIDAL,157.8823773,,,854.5292002,,,"Leuven et al., 2018"
MEANDERING,TIDAL,128.8094886,,,590.3157048,,,"Leuven et al., 2018"
MEANDERING,TIDAL,106.0308822,,,490.6401136,,,"Leuven et al., 2018"
MEANDERING,TIDAL,104.0258194,,,635.6423892,,,"Leuven et al., 2018"
MEANDERING,TIDAL,104.9550569,,,771.8807334,,,"Leuven et al., 2018"
MEANDERING,TIDAL,99.26627452,,,779.0516739,,,"Leuven et al., 2018"
MEANDERING,TIDAL,81.7151224,,,635.6423892,,,"Leuven et al., 2018"
MEANDERING,TIDAL,73.09011757,,,678.1492741,,,"Leuven et al., 2018"
MEANDERING,TIDAL,59.58776275,,,671.9071103,,,"Leuven et al., 2018"
MEANDERING,TIDAL,53.30326224,,,684.4494289,,,"Leuven et al., 2018"
MEANDERING,TIDAL,59.02166615,,,764.7757992,,,"Leuven et al., 2018"
MEANDERING,TIDAL,59.56332702,,,823.4981931,,,"Leuven et al., 2018"
MEANDERING,TIDAL,75.8315696,,,793.5940327,,,"Leuven et al., 2018"
MEANDERING,TIDAL,75.82026013,,,854.5292002,,,"Leuven et al., 2018"
MEANDERING,TIDAL,87.10811616,,,1086.787359,,,"Leuven et al., 2018"
MEANDERING,TIDAL,91.23877116,,,1138.216559,,,"Leuven et al., 2018"
MEANDERING,TIDAL,68.41049755,,,1214.331748,,,"Leuven et al., 2018"
MEANDERING,TIDAL,65.29386738,,,1344.355277,,,"Leuven et al., 2018"
MEANDERING,TIDAL,75.73549284,,,1488.300964,,,"Leuven et al., 2018"
MEANDERING,TIDAL,84.66635113,,,1447.579987,,,"Leuven et al., 2018"
MEANDERING,TIDAL,63.44820716,,,2019.393172,,,"Leuven et al., 2018"
MEANDERING,TIDAL,68.31745432,,,2385.118935,,,"Leuven et al., 2018"
MEANDERING,TIDAL,72.22857216,,,2429.641341,,,"Leuven et al., 2018"
MEANDERING,TIDAL,111.7379934,,,2497.988079,,,"Leuven et al., 2018"
MEANDERING,TIDAL,42.58443353,,,1573.211631,,,"Leuven et al., 2018"
MEANDERING,TIDAL,45.84909916,,,1928.14887,,,"Leuven et al., 2018"
MEANDERING,TIDAL,39.56255203,,,1127.739612,,,"Leuven et al., 2018"
MEANDERING,TIDAL,40.67470336,,,1203.154183,,,"Leuven et al., 2018"
MEANDERING,TIDAL,45.04670602,,,1225.613155,,,"Leuven et al., 2018"
MEANDERING,TIDAL,45.4745248,,,1127.739612,,,"Leuven et al., 2018"
MEANDERING,TIDAL,49.87934193,,,1369.450014,,,"Leuven et al., 2018"
MEANDERING,TIDAL,52.73784269,,,1356.844631,,,"Leuven et al., 2018"
MEANDERING,TIDAL,57.87209866,,,1319.720393,,,"Leuven et al., 2018"
MEANDERING,TIDAL,57.34795592,,,1203.154183,,,"Leuven et al., 2018"
MEANDERING,TIDAL,59.52225315,,,1159.463357,,,"Leuven et al., 2018"
MEANDERING,TIDAL,38.17426033,,,558.4547019,,,"Leuven et al., 2018"
MEANDERING,TIDAL,39.96957208,,,703.7032523,,,"Leuven et al., 2018"
MEANDERING,TIDAL,35.42502324,,,703.7032523,,,"Leuven et al., 2018"
MEANDERING,TIDAL,35.41379724,,,823.4981931,,,"Leuven et al., 2018"
MEANDERING,TIDAL,49.92958403,,,831.1486711,,,"Leuven et al., 2018"
MEANDERING,TIDAL,30.24125558,,,846.6635113,,,"Leuven et al., 2018"
MEANDERING,TIDAL,30.25704645,,,653.523252,,,"Leuven et al., 2018"
MEANDERING,TIDAL,31.98804459,,,678.1492741,,,"Leuven et al., 2018"
MEANDERING,TIDAL,33.20765271,,,590.3157048,,,"Leuven et al., 2018"
MEANDERING,TIDAL,25.37132679,,,563.642868,,,"Leuven et al., 2018"
MEANDERING,TIDAL,25.83770016,,,671.9071103,,,"Leuven et al., 2018"
MEANDERING,TIDAL,26.32000592,,,697.2258718,,,"Leuven et al., 2018"
MEANDERING,TIDAL,27.58866366,,,504.4420071,,,"Leuven et al., 2018"
MEANDERING,TIDAL,28.10313025,,,528.3133271,,,"Leuven et al., 2018"
MEANDERING,TIDAL,29.16482922,,,543.1749825,,,"Leuven et al., 2018"
MEANDERING,TIDAL,786.0693734,,,1434.255441,,,"Leuven et al., 2018"
MEANDERING,TIDAL,605.7345632,,,1964.141133,,,"Leuven et al., 2018"
MEANDERING,TIDAL,226.8112509,,,786.2892341,,,"Leuven et al., 2018"
MEANDERING,TIDAL,146.6841792,,,601.3349774,,,"Leuven et al., 2018"
MEANDERING,TIDAL,176.5067175,,,815.9181355,,,"Leuven et al., 2018"
MEANDERING,TIDAL,200.9777946,,,878.5674325,,,"Leuven et al., 2018"
MEANDERING,TIDAL,170.0305449,,,920.1432015,,,"Leuven et al., 2018"
MEANDERING,TIDAL,142.5298888,,,928.6915328,,,"Leuven et al., 2018"
MEANDERING,TIDAL,122.8472748,,,954.8159797,,,"Leuven et al., 2018"
MEANDERING,TIDAL,115.1063375,,,1000,,,"Leuven et al., 2018"
MEANDERING,TIDAL,125.1241029,,,1057.052081,,,"Leuven et al., 2018"
MEANDERING,TIDAL,134.7692912,,,1066.872326,,,"Leuven et al., 2018"
MEANDERING,TIDAL,142.4794091,,,1107.074141,,,"Leuven et al., 2018"
MEANDERING,TIDAL,145.1688043,,,1037.681937,,,"Leuven et al., 2018"
MEANDERING,TIDAL,160.7815589,,,1028.130381,,,"Leuven et al., 2018"
MEANDERING,TIDAL,199.0313517,,,1096.883851,,,"Leuven et al., 2018"
MEANDERING,TIDAL,239.6306485,,,1127.739612,,,"Leuven et al., 2018"
MEANDERING,TIDAL,277.9517586,,,1248.491363,,,"Leuven et al., 2018"
MEANDERING,TIDAL,204.5844036,,,1295.536936,,,"Leuven et al., 2018"
MEANDERING,TIDAL,206.4503933,,,1434.255441,,,"Leuven et al., 2018"
MEANDERING,TIDAL,230.7953752,,,1395.013188,,,"Leuven et al., 2018"
MEANDERING,TIDAL,237.2833132,,,1488.300964,,,"Leuven et al., 2018"
MEANDERING,TIDAL,228.6027693,,,1587.827111,,,"Leuven et al., 2018"
MEANDERING,TIDAL,204.4852576,,,1647.659512,,,"Leuven et al., 2018"
MEANDERING,TIDAL,206.3657321,,,1757.842335,,,"Leuven et al., 2018"
MEANDERING,TIDAL,288.3287432,,,1587.827111,,,"Leuven et al., 2018"
MEANDERING,TIDAL,307.6615763,,,1662.966629,,,"Leuven et al., 2018"
MEANDERING,TIDAL,599.8010063,,,2592.117108,,,"Leuven et al., 2018"
MEANDERING,TIDAL,652.0384734,,,2665.034351,,,"Leuven et al., 2018"
MEANDERING,TIDAL,628.1263707,,,2977.800389,,,"Leuven et al., 2018"
MEANDERING,TIDAL,583.1072991,,,3118.71654,,,"Leuven et al., 2018"
MEANDERING,TIDAL,756.141583,,,3296.645809,,,"Leuven et al., 2018"
MEANDERING,TIDAL,755.9583395,,,3717.758066,,,"Leuven et al., 2018"
MEANDERING,TIDAL,721.5858207,,,3929.8639,,,"Leuven et al., 2018"
MEANDERING,TIDAL,910.1451017,,,3857.850391,,,"Leuven et al., 2018"
MEANDERING,TIDAL,844.9604429,,,3929.8639,,,"Leuven et al., 2018"
MEANDERING,TIDAL,791.6434126,,,4310.604248,,,"Leuven et al., 2018"
MEANDERING,TIDAL,784.1664877,,,4772.158497,,,"Leuven et al., 2018"
MEANDERING,TIDAL,755.4370434,,,5234.50359,,,"Leuven et al., 2018"
MEANDERING,TIDAL,1016.958913,,,4816.492892,,,"Leuven et al., 2018"
MEANDERING,TIDAL,868.0171517,,,6239.944442,,,"Leuven et al., 2018"
MEANDERING,TIDAL,997.4676537,,,7102.408092,,,"Leuven et al., 2018"
MEANDERING,TIDAL,1006.584202,,,7790.516739,,,"Leuven et al., 2018"
MEANDERING,TIDAL,1189.61509,,,8009.666946,,,"Leuven et al., 2018"
MEANDERING,TIDAL,1125.555093,,,6719.071103,,,"Leuven et al., 2018"
MEANDERING,TIDAL,1379.572287,,,9816.753173,,,"Leuven et al., 2018"
MEANDERING,TIDAL,1135.016741,,,10570.52081,,,"Leuven et al., 2018"
MEANDERING,TIDAL,1873.506209,,,11702.35025,,,"Leuven et al., 2018"
MEANDERING,TIDAL,2474.533446,,,13568.44631,,,"Leuven et al., 2018"
MEANDERING,TIDAL,1543.663365,,,6069.215106,,,"Leuven et al., 2018"
MEANDERING,TIDAL,1875.113645,,,7647.757992,,,"Leuven et al., 2018"
MEANDERING,TIDAL,2153.9929,,,10376.81937,,,"Leuven et al., 2018"
MEANDERING,TIDAL,2214.46168,,,11277.39612,,,"Leuven et al., 2018"
MEANDERING,TIDAL,1328.830798,,,11594.63357,,,"Leuven et al., 2018"
MEANDERING,TIDAL,1706.657318,,,14475.79987,,,"Leuven et al., 2018"
MEANDERING,TIDAL,1997.376354,,,18928.16154,,,"Leuven et al., 2018"
MEANDERING,TIDAL,2471.859078,,,23198.60378,,,"Leuven et al., 2018"
MEANDERING,TIDAL,3859.648936,,,23851.18935,,,"Leuven et al., 2018"
MEANDERING,TIDAL,350.2769158,,,1892.816154,,,"Leuven et al., 2018"
MEANDERING,TIDAL,347.000961,,,2000.805255,,,"Leuven et al., 2018"
MEANDERING,TIDAL,285.5895579,,,1807.291111,,,"Leuven et al., 2018"
MEANDERING,TIDAL,288.2158788,,,1928.14887,,,"Leuven et al., 2018"
MEANDERING,TIDAL,304.6875958,,,2057.088669,,,"Leuven et al., 2018"
MEANDERING,TIDAL,313.3111415,,,2000.805255,,,"Leuven et al., 2018"
MEANDERING,TIDAL,89.74068431,,,419.2663038,,,"Leuven et al., 2018"
MEANDERING,TIDAL,67.92627965,,,411.5833819,,,"Leuven et al., 2018"
MEANDERING,TIDAL,60.76574529,,,407.7948784,,,"Leuven et al., 2018"
MEANDERING,TIDAL,56.93991685,,,415.4070814,,,"Leuven et al., 2018"
MEANDERING,TIDAL,54.36410175,,,389.3690664,,,"Leuven et al., 2018"
MEANDERING,TIDAL,14.29983418,,,182.408124,,,"Leuven et al., 2018"
MEANDERING,TIDAL,16.73853522,,,219.4650973,,,"Leuven et al., 2018"
MEANDERING,TIDAL,19.23696462,,,236.3164619,,,"Leuven et al., 2018"
MEANDERING,TIDAL,19.95701315,,,286.9665822,,,"Leuven et al., 2018"
MEANDERING,TIDAL,17.84722913,,,335.8183455,,,"Leuven et al., 2018"
MEANDERING,TIDAL,14.96481157,,,295.0390616,,,"Leuven et al., 2018"
MEANDERING,TIDAL,18.85384737,,,509.1283834,,,"Leuven et al., 2018"
MEANDERING,TIDAL,17.80269757,,,1159.463357,,,"Leuven et al., 2018"
MEANDERING,TIDAL,34.50076574,,,348.4726313,,,"Leuven et al., 2018"
MEANDERING,TIDAL,39.65042347,,,375.229685,,,"Leuven et al., 2018"
MEANDERING,TIDAL,40.76504498,,,400.3221667,,,"Leuven et al., 2018"
MEANDERING,TIDAL,30.00929532,,,385.7850391,,,"Leuven et al., 2018"
MEANDERING,TIDAL,27.85950798,,,396.6373194,,,"Leuven et al., 2018"
MEANDERING,TIDAL,29.72752576,,,415.4070814,,,"Leuven et al., 2018"
MEANDERING,TIDAL,310.6008799,,,1488.300964,,,"Leuven et al., 2018"
MEANDERING,TIDAL,34.10108282,,,1127.739612,,,"Leuven et al., 2018"
MEANDERING,TIDAL,36.73387286,,,1076.783802,,,"Leuven et al., 2018"
MEANDERING,TIDAL,35.37222603,,,1474.601593,,,"Leuven et al., 2018"
MEANDERING,TIDAL,45.01816043,,,1678.415952,,,"Leuven et al., 2018"
MEANDERING,TIDAL,34.37236014,,,2215.039759,,,"Leuven et al., 2018"
MEANDERING,TIDAL,72.78822817,,,5283.133271,,,"Leuven et al., 2018"
MEANDERING,TIDAL,103.6096749,,,4641.588834,,,"Leuven et al., 2018"
MEANDERING,TIDAL,98.09435035,,,2817.080107,,,"Leuven et al., 2018"
MEANDERING,TIDAL,109.6352277,,,3090.009676,,,"Leuven et al., 2018"
MEANDERING,TIDAL,114.8748005,,,2714.781867,,,"Leuven et al., 2018"
MEANDERING,TIDAL,91.06373233,,,2950.390616,,,"Leuven et al., 2018"
MEANDERING,TIDAL,84.53858885,,,3061.56705,,,"Leuven et al., 2018"
MEANDERING,TIDAL,90.20028889,,,3327.272369,,,"Leuven et al., 2018"
MEANDERING,TIDAL,84.51967751,,,3420.869809,,,"Leuven et al., 2018"
MEANDERING,TIDAL,754.5783941,,,9201.432015,,,"Leuven et al., 2018"
MEANDERING,TIDAL,1014.932217,,,12955.36936,,,"Leuven et al., 2018"
MEANDERING,TIDAL,768.5779363,,,10092.90218,,,"Leuven et al., 2018"
MEANDERING,TIDAL,835.3586534,,,11382.16559,,,"Leuven et al., 2018"
MEANDERING,TIDAL,706.5296508,,,13694.50014,,,"Leuven et al., 2018"
MEANDERING,TIDAL,1352.500558,,,18240.8124,,,"Leuven et al., 2018"
MEANDERING,TIDAL,1365.523761,,,15732.11631,,,"Leuven et al., 2018"
MEANDERING,TIDAL,609.4614444,,,9373.192799,,,"Leuven et al., 2018"
MEANDERING,TIDAL,621.0580655,,,8159.181355,,,"Leuven et al., 2018"
MEANDERING,TIDAL,650.4721715,,,8785.674325,,,"Leuven et al., 2018"
MEANDERING,TIDAL,741.7736609,,,4473.036166,,,"Leuven et al., 2018"
